tool,family,access,parameter,type,required,default,enum_values,parameter_class,description
list_links,Backends/enlaces,read-only,target,enum,False,,frontend,functional,"This operation is frontend-only. Omit target to use the configured accessPath, or pass target:'frontend' to make the role explicit. backend and auto are invalid."
list_objects,Sync VBA,read-only,projectId,string,False,,,common,Canonical project identity for traceability.
list_objects,Sync VBA,read-only,contextId,string,False,,,common,Optional run/context id for this call.
list_objects,Sync VBA,read-only,accessPath,string,False,,,common,Optional override for Access frontend database path.
list_objects,Sync VBA,read-only,backendPath,string,False,,,common,Optional override for Access backend database path.
list_objects,Sync VBA,read-only,destinationRoot,string,False,,,common,Optional override for source/export root.
list_objects,Sync VBA,read-only,projectRoot,string,False,,,common,Optional override for project root.
list_objects,Sync VBA,read-only,filter,string,False,,,functional,Test or object filter.
list_objects,Sync VBA,read-only,allowExternalAccessPath,boolean,False,,,functional,"Issue #968 — opt-in acknowledgment that the supplied accessPath lives outside the active worktree. Honored only by read-only-side tools (`export_modules`, `list_objects`, `list_vba_modules`, `verify_code`); ignored for binary-mutating tools. Default false preserves current behavior."
list_objects,Sync VBA,read-only,timeoutMs,number,False,,,common,Operation timeout in milliseconds. Overrides project config timeout.
list_procedures,Análisis VBA,read-only,projectId,string,False,,,common,Canonical project identity for traceability. Prefer the Engram project name when available. Paths and roots still come from .dysflow/project.json unless explicitly overridden.
list_procedures,Análisis VBA,read-only,contextId,string,False,,,common,Optional run/context id for this call. Do not duplicate projectId when it has the same value; use this only for a distinct execution context or as a fallback when no projectId is known.
list_procedures,Análisis VBA,read-only,module,string,True,,,functional,VBA module name (without extension).
list_procedures,Análisis VBA,read-only,filter,string,False,,,functional,Optional substring filter; only procedures whose name contains this value are returned.
list_procedures,Análisis VBA,read-only,kind,enum,False,,Sub | Function | Property | both,functional,Optional procedure kind filter. Use 'both' or omit to include every procedure kind.
list_procedures,Análisis VBA,read-only,source,string,False,,,functional,"VBA module source code. When provided, the procedure catalog is built by parsing this text. When omitted, the module is resolved via the project's source root."
list_procedures,Análisis VBA,read-only,accessPath,string,False,,,common,Optional override for Access frontend database path.
list_procedures,Análisis VBA,read-only,backendPath,string,False,,,common,Optional override for Access backend database path.
list_procedures,Análisis VBA,read-only,destinationRoot,string,False,,,common,Optional override for source/export root.
list_procedures,Análisis VBA,read-only,projectRoot,string,False,,,common,Optional override for project root.
list_procedures,Análisis VBA,read-only,strictContext,boolean,False,,,common,Abort before opening Access if resolved target does not match expected paths.
list_procedures,Análisis VBA,read-only,expectedAccessPath,string,False,,,common,Expected resolved Access database path for strictContext.
list_procedures,Análisis VBA,read-only,expectedProjectRoot,string,False,,,common,Expected resolved project root for strictContext.
list_procedures,Análisis VBA,read-only,expectedDestinationRoot,string,False,,,common,Expected resolved destination root for strictContext.
list_tables,Lectura DB/esquema,read-only,projectId,string,False,,,common,Canonical project identity for traceability.
list_tables,Lectura DB/esquema,read-only,contextId,string,False,,,common,Optional run/context id for this call.
list_tables,Lectura DB/esquema,read-only,accessPath,string,False,,,common,Optional override for Access frontend database path.
list_tables,Lectura DB/esquema,read-only,backendPath,string,False,,,common,Optional override for Access backend database path.
list_tables,Lectura DB/esquema,read-only,databasePath,string,False,,,functional,Database path.
list_tables,Lectura DB/esquema,read-only,sourcePath,string,False,,,functional,Source path alias for databasePath.
list_tables,Lectura DB/esquema,read-only,target,enum,False,,frontend | backend,functional,"Semantic target role for database-wide reads. With projectId/contextId, frontend resolves to accessPath and backend resolves to backendPath. Explicit databasePath/sourcePath wins over the semantic role."
list_vba_modules,Sync VBA,read-only,projectId,string,False,,,common,Canonical project identity for traceability.
list_vba_modules,Sync VBA,read-only,contextId,string,False,,,common,Optional run/context id for this call.
list_vba_modules,Sync VBA,read-only,accessPath,string,False,,,common,Optional override for Access frontend database path.
list_vba_modules,Sync VBA,read-only,backendPath,string,False,,,common,Optional override for Access backend database path.
list_vba_modules,Sync VBA,read-only,destinationRoot,string,False,,,common,Optional override for source/export root.
list_vba_modules,Sync VBA,read-only,projectRoot,string,False,,,common,Optional override for project root.
list_vba_modules,Sync VBA,read-only,typeFilter,enum,False,,standard | class | form | report | document,functional,"Filter by VBComponent.Type. standard=1 (modules), class=2 (classes), form=3 (forms), report=3 (reports — same VBComponent type, distinguished by CurrentProject.AllReports), document=100 (ThisDocument-style document modules)."
list_vba_modules,Sync VBA,read-only,namePattern,string,False,,,functional,Glob-style name filter (e.g. 'Test_*' matches any name starting with Test_; '*Issue*' matches any name containing Issue). The single '*' wildcard is supported on either end; non-*` patterns match as substrings. Empty string matches nothing.
list_vba_modules,Sync VBA,read-only,allowExternalAccessPath,boolean,False,,,functional,"Issue #968 — opt-in acknowledgment that the supplied accessPath lives outside the active worktree. Honored only by read-only-side tools (`export_modules`, `list_objects`, `list_vba_modules`, `verify_code`); ignored for binary-mutating tools. Default false preserves current behavior."
list_vba_modules,Sync VBA,read-only,timeoutMs,number,False,,,common,Operation timeout in milliseconds. Overrides project config timeout.
localize_backend_links,Backends/enlaces,write-capable,projectId,string,False,,,common,Canonical project identity for traceability.
localize_backend_links,Backends/enlaces,write-capable,contextId,string,False,,,common,Optional run/context id for this call.
localize_backend_links,Backends/enlaces,write-capable,accessPath,string,False,,,common,Optional override for Access frontend database path.
localize_backend_links,Backends/enlaces,write-capable,target,enum,False,,frontend,functional,"This operation is frontend-only. Omit target to use the configured accessPath, or pass target:'frontend' to make the role explicit. backend and auto are invalid."
localize_backend_links,Backends/enlaces,write-capable,backendPath,string,False,,,common,Optional override for Access backend database path.
localize_backend_links,Backends/enlaces,write-capable,dryRun,boolean,False,,,common,"Plan the write without applying it. Writes DEFAULT to dry-run: a write tool only commits when apply:true or dryRun:false is passed, so omitting both flags is safe. dryRun:true is the explicit form of that default."
localize_backend_links,Backends/enlaces,write-capable,apply,boolean,False,,,common,"Commit the write, disabling the default dry-run. apply:true takes precedence over dryRun. Omit both apply and dryRun to plan only (the safe default)."
logs,Bootstrap/diagnóstico,read-only,projectId,string,False,,,common,Canonical project identity for traceability. The logs source is always <cwd>/.dysflow/runtime/; projectId is echoed back in the result envelope (for future per-project scoping).
logs,Bootstrap/diagnóstico,read-only,cwd,string,False,,,functional,Optional per-call override of the factory cwd (#1057 F10). Must be an existing directory containing a valid .dysflow/project.json — lets one MCP session target a sibling worktree without a restart. Omit to use the cwd the MCP was started from.
logs,Bootstrap/diagnóstico,read-only,options,object,False,,,functional,
map_form_behavior,UI de formularios,read-only,projectId,string,False,,,common,Canonical project identity for traceability.
map_form_behavior,UI de formularios,read-only,contextId,string,False,,,common,Optional run/context id for this call.
map_form_behavior,UI de formularios,read-only,sourcePath,string,False,,,functional,Source path alias for databasePath.
map_form_behavior,UI de formularios,read-only,path,string,False,,,functional,Path alias (used as exportPath or importPath depending on tool).
map_form_behavior,UI de formularios,read-only,codegraphEvidence,array,False,,,functional,
map_form_behavior,UI de formularios,read-only,autoFetchCodeGraph,boolean,False,,,functional,
map_form_behavior,UI de formularios,read-only,outputMode,enum,False,,summary | file | full,common,"Response output mode determining payload content: 'summary', 'file', or 'full'."
query_execute,Escritura DB,write-capable,projectId,string,False,,,common,canonical project identity for traceability. Prefer the Engram project name when available. Paths and roots still come from .dysflow/project.json unless explicitly overridden by a tool that supports overrides.
query_execute,Escritura DB,write-capable,contextId,string,False,,,common,Optional run/context id for this call. Do not duplicate projectId when it has the same value; use this only for a distinct execution context or as a fallback when no projectId is known.
query_execute,Escritura DB,write-capable,sql,string,True,,,functional,Access SQL to execute.
query_execute,Escritura DB,write-capable,backendPath,string,False,,,common,Optional override for Access backend database path.
query_execute,Escritura DB,write-capable,databasePath,string,False,,,functional,Database path.
query_execute,Escritura DB,write-capable,sourcePath,string,False,,,functional,Source path alias for databasePath.
query_execute,Escritura DB,write-capable,mode,enum,True,,read | write,functional,Execution mode: read or write.
query_execute,Escritura DB,write-capable,dryRun,boolean,False,,,common,"Plan the write without applying it. Writes DEFAULT to dry-run: a write tool only commits when apply:true or dryRun:false is passed, so omitting both flags is safe. dryRun:true is the explicit form of that default."
query_execute,Escritura DB,write-capable,apply,boolean,False,,,common,"Commit the write, disabling the default dry-run. apply:true takes precedence over dryRun. Omit both apply and dryRun to plan only (the safe default)."
query_execute,Escritura DB,write-capable,allowTables,array,False,,,functional,Allowed tables.
query_execute,Escritura DB,write-capable,denyTables,array,False,,,functional,Denied tables.
query_sql,Lectura DB/esquema,read-only,projectId,string,False,,,common,Canonical project identity for traceability.
query_sql,Lectura DB/esquema,read-only,contextId,string,False,,,common,Optional run/context id for this call.
query_sql,Lectura DB/esquema,read-only,accessPath,string,False,,,common,Optional override for Access frontend database path.
query_sql,Lectura DB/esquema,read-only,backendPath,string,False,,,common,Optional override for Access backend database path.
query_sql,Lectura DB/esquema,read-only,databasePath,string,False,,,functional,Database path.
query_sql,Lectura DB/esquema,read-only,sourcePath,string,False,,,functional,Source path alias for databasePath.
query_sql,Lectura DB/esquema,read-only,target,enum,False,,frontend | backend,functional,"Semantic target role for database-wide reads. With projectId/contextId, frontend resolves to accessPath and backend resolves to backendPath. Explicit databasePath/sourcePath wins over the semantic role."
query_sql,Lectura DB/esquema,read-only,sql,string,True,,,functional,SQL text.
query_sql,Lectura DB/esquema,read-only,query,string,False,,,functional,SQL query alias.
relink_directory,Backends/enlaces,write-capable,projectId,string,False,,,common,Canonical project identity for traceability.
relink_directory,Backends/enlaces,write-capable,contextId,string,False,,,common,Optional run/context id for this call.
relink_directory,Backends/enlaces,write-capable,accessPath,string,False,,,common,Optional override for Access frontend database path.
relink_directory,Backends/enlaces,write-capable,backendPath,string,False,,,common,Optional override for Access backend database path.
relink_directory,Backends/enlaces,write-capable,destinationRoot,string,False,,,common,Optional override for source/export root.
relink_directory,Backends/enlaces,write-capable,projectRoot,string,False,,,common,Optional override for project root.
relink_directory,Backends/enlaces,write-capable,strictContext,boolean,False,,,common,Abort before opening Access if resolved target does not match expected paths.
relink_directory,Backends/enlaces,write-capable,expectedAccessPath,string,False,,,common,Expected resolved Access database path for strictContext.
relink_directory,Backends/enlaces,write-capable,expectedProjectRoot,string,False,,,common,Expected resolved project root for strictContext.
relink_directory,Backends/enlaces,write-capable,expectedDestinationRoot,string,False,,,common,Expected resolved destination root for strictContext.
relink_directory,Backends/enlaces,write-capable,rootPath,string,False,,,functional,Optional override for root directory.
relink_directory,Backends/enlaces,write-capable,dryRun,boolean,False,,,common,"Plan the write without applying it. Writes DEFAULT to dry-run: a write tool only commits when apply:true or dryRun:false is passed, so omitting both flags is safe. dryRun:true is the explicit form of that default."
relink_directory,Backends/enlaces,write-capable,apply,boolean,False,,,common,"Commit the write, disabling the default dry-run. apply:true takes precedence over dryRun. Omit both apply and dryRun to plan only (the safe default)."
relink_directory,Backends/enlaces,write-capable,backup,boolean,False,,,functional,Create a backup before destructive changes.
relink_directory,Backends/enlaces,write-capable,recursive,boolean,False,,,functional,Recursively scan subdirectories under root.
relink_directory,Backends/enlaces,write-capable,maps,array,False,,,functional,Alias map entries (OldName.accdb=NewName.accdb).
relink_directory,Backends/enlaces,write-capable,denyPrefixes,array,False,,,functional,UNC prefixes to flag during verify.
relink_directory,Backends/enlaces,write-capable,strictLocal,boolean,False,,,functional,Fail verify if externalLinkCount > 0.
relink_directory,Backends/enlaces,write-capable,removeUnresolved,boolean,False,,,functional,Delete TableDef if no local target found.
relink_directory,Backends/enlaces,write-capable,timeoutMs,number,False,,,common,Operation timeout in milliseconds. Overrides project config timeout.
relink_directory,Backends/enlaces,write-capable,passwordEnv,string,False,,,functional,PREFERRED: name of an environment variable holding the backend database password. Use this instead of passing the password inline so the secret never appears in the tool-call arguments.
relink_directory,Backends/enlaces,write-capable,backendPassword,string,False,,,functional,Raw backend database password. DISCOURAGED — prefer passwordEnv; an inline secret can be captured in tool-call transcripts. When set it is forwarded to PowerShell via the environment (never argv) and redacted from error output.
relink_directory,Backends/enlaces,write-capable,password,string,False,,,functional,Alias for backendPassword. DISCOURAGED — prefer passwordEnv.
relink_tables,Backends/enlaces,write-capable,projectId,string,False,,,common,Canonical project identity for traceability.
relink_tables,Backends/enlaces,write-capable,contextId,string,False,,,common,Optional run/context id for this call.
relink_tables,Backends/enlaces,write-capable,accessPath,string,False,,,common,Optional override for Access frontend database path.
relink_tables,Backends/enlaces,write-capable,target,enum,False,,frontend,functional,"This operation is frontend-only. Omit target to use the configured accessPath, or pass target:'frontend' to make the role explicit. backend and auto are invalid."
relink_tables,Backends/enlaces,write-capable,backendPath,string,False,,,common,Optional override for Access backend database path.
relink_tables,Backends/enlaces,write-capable,dryRun,boolean,False,,,common,"Plan the write without applying it. Writes DEFAULT to dry-run: a write tool only commits when apply:true or dryRun:false is passed, so omitting both flags is safe. dryRun:true is the explicit form of that default."
relink_tables,Backends/enlaces,write-capable,apply,boolean,False,,,common,"Commit the write, disabling the default dry-run. apply:true takes precedence over dryRun. Omit both apply and dryRun to plan only (the safe default)."
render_form_preview,UI de formularios,read-only,projectId,string,False,,,common,Canonical project identity for traceability.
render_form_preview,UI de formularios,read-only,contextId,string,False,,,common,Optional run/context id for this call.
render_form_preview,UI de formularios,read-only,sourcePath,string,False,,,functional,Source path alias for databasePath.
render_form_preview,UI de formularios,read-only,path,string,False,,,functional,Path alias (used as exportPath or importPath depending on tool).
render_form_preview,UI de formularios,read-only,output,enum,False,,svg | ascii | both,functional,"Payload to return in `data`. `svg` is the primary browser-friendly format; `ascii` is the terminal/agent fallback; `both` surfaces both. The structured envelope (viewport, warnings) is always returned alongside."
render_form_preview,UI de formularios,read-only,viewportScale,number,False,,,functional,"Optional twips -> pixels multiplier. Defaults to 0.05 (~21"" form => ~1500px wide viewport). Pass 1.0 for twip-equivalent pixel rendering."
render_form_preview,UI de formularios,read-only,outputMode,enum,False,,summary | file | full,common,"Response output mode determining payload content: 'summary', 'file', or 'full'."
resolve_project,Bootstrap/diagnóstico,read-only,projectId,string,False,,,common,"Optional projectId to verify against .dysflow/project.json. When omitted, the resolver only checks whether a project.json is readable."
resolve_project,Bootstrap/diagnóstico,read-only,cwd,string,False,,,functional,Optional per-call override of the factory cwd (#1057 F10). Must be an existing directory containing a valid .dysflow/project.json — lets one MCP session target a sibling worktree without a restart. Omit to use the cwd the MCP was started from.
run_script,Escritura DB,write-capable,projectId,string,False,,,common,Canonical project identity for traceability.
run_script,Escritura DB,write-capable,contextId,string,False,,,common,Optional run/context id for this call.
run_script,Escritura DB,write-capable,accessPath,string,False,,,common,Optional override for Access frontend database path.
run_script,Escritura DB,write-capable,backendPath,string,False,,,common,Optional override for Access backend database path.
run_script,Escritura DB,write-capable,destinationRoot,string,False,,,common,Optional override for source/export root.
run_script,Escritura DB,write-capable,projectRoot,string,False,,,common,Optional override for project root.
run_script,Escritura DB,write-capable,databasePath,string,False,,,functional,Database path.
run_script,Escritura DB,write-capable,sourcePath,string,False,,,functional,Source path alias for databasePath.
run_script,Escritura DB,write-capable,scriptPath,string,False,,,functional,SQL script path.
run_script,Escritura DB,write-capable,path,string,False,,,functional,Path alias (used as exportPath or importPath depending on tool).
run_script,Escritura DB,write-capable,dryRun,boolean,False,,,common,"Plan the write without applying it. Writes DEFAULT to dry-run: a write tool only commits when apply:true or dryRun:false is passed, so omitting both flags is safe. dryRun:true is the explicit form of that default."
run_script,Escritura DB,write-capable,apply,boolean,False,,,common,"Commit the write, disabling the default dry-run. apply:true takes precedence over dryRun. Omit both apply and dryRun to plan only (the safe default)."
run_script,Escritura DB,write-capable,allowTables,array,False,,,functional,Allowed tables.
run_script,Escritura DB,write-capable,allowTable,string,False,,,functional,Single allowed table.
run_script,Escritura DB,write-capable,denyTables,array,False,,,functional,Denied tables.
run_script,Escritura DB,write-capable,denyTable,string,False,,,functional,Single denied table.
run_vba,Ejecución/tests VBA,write-capable,procedureName,string,True,,,functional,Public VBA procedure name.
run_vba,Ejecución/tests VBA,write-capable,argsJson,string,False,,,functional,JSON encoded argument array. Non-arrays will be wrapped in a single-element array [value].
run_vba,Ejecución/tests VBA,write-capable,dryRun,boolean,False,,,common,"Plan the write without applying it. Writes DEFAULT to dry-run: a write tool only commits when apply:true or dryRun:false is passed, so omitting both flags is safe. dryRun:true is the explicit form of that default."
run_vba,Ejecución/tests VBA,write-capable,apply,boolean,False,,,common,"Commit the write, disabling the default dry-run. apply:true takes precedence over dryRun. Omit both apply and dryRun to plan only (the safe default)."
run_vba,Ejecución/tests VBA,write-capable,projectId,string,False,,,common,Canonical project identity for traceability.
run_vba,Ejecución/tests VBA,write-capable,contextId,string,False,,,common,Optional run/context id for this call.
run_vba,Ejecución/tests VBA,write-capable,accessPath,string,False,,,common,Optional override for Access frontend database path.
run_vba,Ejecución/tests VBA,write-capable,backendPath,string,False,,,common,Optional override for Access backend database path.
run_vba,Ejecución/tests VBA,write-capable,destinationRoot,string,False,,,common,Optional override for source/export root.
run_vba,Ejecución/tests VBA,write-capable,projectRoot,string,False,,,common,Optional override for project root.
run_vba,Ejecución/tests VBA,write-capable,strictContext,boolean,False,,,common,Abort before opening Access if resolved target does not match expected paths.
run_vba,Ejecución/tests VBA,write-capable,expectedAccessPath,string,False,,,common,Expected resolved Access database path for strictContext.
run_vba,Ejecución/tests VBA,write-capable,expectedProjectRoot,string,False,,,common,Expected resolved project root for strictContext.
run_vba,Ejecución/tests VBA,write-capable,expectedDestinationRoot,string,False,,,common,Expected resolved destination root for strictContext.
run_vba,Ejecución/tests VBA,write-capable,timeoutMs,number,False,,,common,Operation timeout in milliseconds. Overrides project config timeout.
schema,Bootstrap/diagnóstico,read-only,,,,,,none,Tool reports no parameters in schema({}).
seed_fixture,Escritura DB,write-capable,projectId,string,False,,,common,Canonical project identity for traceability.
seed_fixture,Escritura DB,write-capable,contextId,string,False,,,common,Optional run/context id for this call.
seed_fixture,Escritura DB,write-capable,accessPath,string,False,,,common,Optional override for Access frontend database path.
seed_fixture,Escritura DB,write-capable,backendPath,string,False,,,common,Optional override for Access backend database path.
seed_fixture,Escritura DB,write-capable,destinationRoot,string,False,,,common,Optional override for source/export root.
seed_fixture,Escritura DB,write-capable,projectRoot,string,False,,,common,Optional override for project root.
seed_fixture,Escritura DB,write-capable,databasePath,string,False,,,functional,Database path.
seed_fixture,Escritura DB,write-capable,sourcePath,string,False,,,functional,Source path alias for databasePath.
seed_fixture,Escritura DB,write-capable,tableName,string,False,,,functional,Table name.
seed_fixture,Escritura DB,write-capable,table,string,False,,,functional,Table name alias.
seed_fixture,Escritura DB,write-capable,rows,array,False,,,functional,Fixture rows.
seed_fixture,Escritura DB,write-capable,dryRun,boolean,False,,,common,"Plan the write without applying it. Writes DEFAULT to dry-run: a write tool only commits when apply:true or dryRun:false is passed, so omitting both flags is safe. dryRun:true is the explicit form of that default."
seed_fixture,Escritura DB,write-capable,apply,boolean,False,,,common,"Commit the write, disabling the default dry-run. apply:true takes precedence over dryRun. Omit both apply and dryRun to plan only (the safe default)."
seed_fixture,Escritura DB,write-capable,allowTables,array,False,,,functional,Allowed tables.
seed_fixture,Escritura DB,write-capable,allowTable,string,False,,,functional,Single allowed table.
seed_fixture,Escritura DB,write-capable,denyTables,array,False,,,functional,Denied tables.
seed_fixture,Escritura DB,write-capable,denyTable,string,False,,,functional,Single denied table.
state,Bootstrap/diagnóstico,read-only,,,,,,none,Tool reports no parameters in schema({}).
sync_binary,Sync VBA,write-capable,projectId,string,False,,,common,Canonical project identity for traceability.
sync_binary,Sync VBA,write-capable,contextId,string,False,,,common,Optional run/context id for this call.
sync_binary,Sync VBA,write-capable,accessPath,string,False,,,common,Optional override for Access frontend database path.
sync_binary,Sync VBA,write-capable,backendPath,string,False,,,common,Optional override for Access backend database path.
sync_binary,Sync VBA,write-capable,destinationRoot,string,False,,,common,Optional override for source/export root.
sync_binary,Sync VBA,write-capable,projectRoot,string,False,,,common,Optional override for project root.
sync_binary,Sync VBA,write-capable,strictContext,boolean,False,,,common,Abort before opening Access if resolved target does not match expected paths.
sync_binary,Sync VBA,write-capable,expectedAccessPath,string,False,,,common,Expected resolved Access database path for strictContext.
sync_binary,Sync VBA,write-capable,expectedProjectRoot,string,False,,,common,Expected resolved project root for strictContext.
sync_binary,Sync VBA,write-capable,expectedDestinationRoot,string,False,,,common,Expected resolved destination root for strictContext.
sync_binary,Sync VBA,write-capable,moduleNames,array,False,,,functional,VBA module names. No hard length cap — long lists (20-30+) are accepted; the import path emits one per-module entry in the structured report so consumers can pinpoint which entry failed and why. An empty array is a valid explicit no-op plan and is NOT silently expanded to import-all.
sync_binary,Sync VBA,write-capable,directoryPath,string,False,,,functional,"Issue #809 - when provided AND moduleNames is empty/omitted, sync_binary narrows the pre-verify + post-verify scope to a single directory. Mirrors import_modules.sourceDir (#807). Mutually exclusive with explicit moduleNames."
sync_binary,Sync VBA,write-capable,recursive,boolean,False,,,functional,"Issue #809 - when true (default), sync_binary walks subdirectories of directoryPath. Mirrors import_modules.recursive (#807)."
sync_binary,Sync VBA,write-capable,includeTests,boolean,False,,,functional,Issue #809 - include Test_*.bas files when resolving the scope from directoryPath. Default true.
sync_binary,Sync VBA,write-capable,includeForms,boolean,False,,,functional,Issue #809 - include Form_*.cls / Form_*.form.txt / Report_*.cls / Report_*.report.txt when resolving the scope from directoryPath. Default true.
sync_binary,Sync VBA,write-capable,strict,boolean,False,,,functional,Use strict comparison or validation.
sync_binary,Sync VBA,write-capable,direction,enum,False,,src-to-binary | binary-to-src | both,functional,Issue #809 - sync direction. src-to-binary maps to import_modules on the listed names. binary-to-src maps to export_modules on the listed names. both (default) is the union and emits a single recommendation.
sync_binary,Sync VBA,write-capable,acceptBothChanged,boolean,False,,,functional,"Issue #1065 - explicit escape valve for a bothChanged conflict. With a one-way direction and apply:true, routes each conflict through that direction. Default false; direction:'both' never auto-resolves conflicts."
sync_binary,Sync VBA,write-capable,scope,object,False,,,functional,
sync_binary,Sync VBA,write-capable,dryRun,boolean,False,,,common,"Plan the write without applying it. Writes DEFAULT to dry-run: a write tool only commits when apply:true or dryRun:false is passed, so omitting both flags is safe. dryRun:true is the explicit form of that default."
sync_binary,Sync VBA,write-capable,apply,boolean,False,,,common,"Commit the write, disabling the default dry-run. apply:true takes precedence over dryRun. Omit both apply and dryRun to plan only (the safe default)."
sync_binary,Sync VBA,write-capable,batchSize,number,False,,,functional,Issue #809 - modules per chunk during execute. Default 10. toImport and toExport are both sliced into chunks of at most batchSize modules; each chunk is one import_modules / export_modules sub-call. A single chunk failure never crosses the runner boundary twice with overlapping modules.
sync_binary,Sync VBA,write-capable,onChunkError,enum,False,,continue | abort,functional,Issue #809 - chunk failure behavior. continue (default) records chunk-level errors and proceeds with the next chunk. abort stops after the first failed chunk and surfaces the partial result.
sync_binary,Sync VBA,write-capable,parallelChunks,number,False,,,functional,Issue #809 - reserved for future parallel chunk fan-out. Default 1 (sequential). Range 1..8; values >1 are accepted but currently run sequentially - the inner primitives share a single Access COM session per project.
sync_binary,Sync VBA,write-capable,returnFullDiff,boolean,False,,,functional,"Issue #809 - when true, preSync and postSync include the full verify_code `diffs` array. Default false (only the actionable / missing counts are surfaced, matching the sync_binary workflow payload contract)."
sync_binary,Sync VBA,write-capable,transactional,boolean,False,,,functional,"Issue #975 — transactional mode. Copies the binary to a staging directory, runs the write against the copy, runs post-write verification (when applicable), and atomically renames the copy back to the original on success. On any failure the copy is deleted and the original is untouched. Default false."
sync_binary,Sync VBA,write-capable,dryRunWithPreflight,boolean,False,,,functional,"Issue #977 — run the same pre-flight checks as apply:true (filesystem, runtime, capabilities, project config) WITHOUT committing any write. Mutually exclusive with `dryRun` and `apply`. A failed preflight returns the specific errorCode from the taxonomy (#962); a successful preflight returns ok:true with a preflight summary. Default false."
sync_binary,Sync VBA,write-capable,timeoutMs,number,False,,,common,Operation timeout in milliseconds. Overrides project config timeout.
teardown_fixture,Escritura DB,write-capable,projectId,string,False,,,common,Canonical project identity for traceability.
teardown_fixture,Escritura DB,write-capable,contextId,string,False,,,common,Optional run/context id for this call.
teardown_fixture,Escritura DB,write-capable,accessPath,string,False,,,common,Optional override for Access frontend database path.
teardown_fixture,Escritura DB,write-capable,backendPath,string,False,,,common,Optional override for Access backend database path.
teardown_fixture,Escritura DB,write-capable,destinationRoot,string,False,,,common,Optional override for source/export root.
teardown_fixture,Escritura DB,write-capable,projectRoot,string,False,,,common,Optional override for project root.
teardown_fixture,Escritura DB,write-capable,databasePath,string,False,,,functional,Database path.
teardown_fixture,Escritura DB,write-capable,sourcePath,string,False,,,functional,Source path alias for databasePath.
teardown_fixture,Escritura DB,write-capable,tableName,string,False,,,functional,Table name.
teardown_fixture,Escritura DB,write-capable,table,string,False,,,functional,Table name alias.
teardown_fixture,Escritura DB,write-capable,dryRun,boolean,False,,,common,"Plan the write without applying it. Writes DEFAULT to dry-run: a write tool only commits when apply:true or dryRun:false is passed, so omitting both flags is safe. dryRun:true is the explicit form of that default."
teardown_fixture,Escritura DB,write-capable,apply,boolean,False,,,common,"Commit the write, disabling the default dry-run. apply:true takes precedence over dryRun. Omit both apply and dryRun to plan only (the safe default)."
teardown_fixture,Escritura DB,write-capable,allowTables,array,False,,,functional,Allowed tables.
teardown_fixture,Escritura DB,write-capable,allowTable,string,False,,,functional,Single allowed table.
teardown_fixture,Escritura DB,write-capable,denyTables,array,False,,,functional,Denied tables.
teardown_fixture,Escritura DB,write-capable,denyTable,string,False,,,functional,Single denied table.
test_vba,Ejecución/tests VBA,write-capable,projectId,string,False,,,common,Canonical project identity for traceability.
test_vba,Ejecución/tests VBA,write-capable,contextId,string,False,,,common,Optional run/context id for this call.
test_vba,Ejecución/tests VBA,write-capable,accessPath,string,False,,,common,Optional override for Access frontend database path.
test_vba,Ejecución/tests VBA,write-capable,backendPath,string,False,,,common,Optional override for Access backend database path.
test_vba,Ejecución/tests VBA,write-capable,destinationRoot,string,False,,,common,Optional override for source/export root.
test_vba,Ejecución/tests VBA,write-capable,projectRoot,string,False,,,common,Optional override for project root.
test_vba,Ejecución/tests VBA,write-capable,proceduresJson,string,False,,,functional,"JSON-encoded VBA test plan: a string that parses to an array of tests, or an object with a ""tests"" array. Each test is either a procedure-name string (shorthand, no args) or an object {""procedure"":""Test_Name"",""args"":[...],""tags"":[...]} (""proc"" is accepted as an alias for ""procedure""). Examples: [""Test_A"",""Test_B""] or [{""procedure"":""Test_A"",""args"":[""fixture"",1]}]."
test_vba,Ejecución/tests VBA,write-capable,filter,string,False,,,functional,Test or object filter.
test_vba,Ejecución/tests VBA,write-capable,testsPath,string,False,,,functional,VBA test plan path.
test_vba,Ejecución/tests VBA,write-capable,dryRun,boolean,False,,,common,"Plan the write without applying it. Writes DEFAULT to dry-run: a write tool only commits when apply:true or dryRun:false is passed, so omitting both flags is safe. dryRun:true is the explicit form of that default."
test_vba,Ejecución/tests VBA,write-capable,timeoutMs,number,False,,,common,Operation timeout in milliseconds. Overrides project config timeout.
unlink_table,Backends/enlaces,write-capable,projectId,string,False,,,common,Canonical project identity for traceability.
unlink_table,Backends/enlaces,write-capable,contextId,string,False,,,common,Optional run/context id for this call.
unlink_table,Backends/enlaces,write-capable,accessPath,string,False,,,common,Optional override for Access frontend database path.
unlink_table,Backends/enlaces,write-capable,target,enum,False,,frontend,functional,"This operation is frontend-only. Omit target to use the configured accessPath, or pass target:'frontend' to make the role explicit. backend and auto are invalid."
unlink_table,Backends/enlaces,write-capable,tableName,string,False,,,functional,Table name.
unlink_table,Backends/enlaces,write-capable,table,string,False,,,functional,Table name alias.
unlink_table,Backends/enlaces,write-capable,dryRun,boolean,False,,,common,"Plan the write without applying it. Writes DEFAULT to dry-run: a write tool only commits when apply:true or dryRun:false is passed, so omitting both flags is safe. dryRun:true is the explicit form of that default."
